index,true_class,pred_class,confidence,true_class_prob,confusion_margin
176,stand,walk,0.99999976,6.54142e-08,0.9999997
203,stand,walk,0.9999975,2.33014e-06,0.9999952
242,jog,walk,0.99998546,1.2987771e-05,0.99997246
30,stand,walk,0.99992216,7.785804e-05,0.9998443
177,stand,walk,0.9990656,0.0009344086,0.99813116
326,walk,stand,0.9870014,0.01253156,0.97446984
327,walk,stand,0.9852188,0.010715177,0.97450364
328,walk,stand,0.98072606,0.018757839,0.96196824
329,walk,stand,0.9594135,0.040505107,0.9189084
83,walk,stand,0.8990849,0.10068191,0.798403
237,walk,stand,0.89339924,0.10637528,0.78702396
325,walk,stand,0.8785515,0.12141366,0.75713784
2,walk,stand,0.86405146,0.13586168,0.72818977
233,walk,jog,0.8607912,0.1378941,0.7228971
82,walk,stand,0.73620427,0.26376078,0.4724435
185,stand,walk,0.6776924,0.022618813,0.6550736
136,walk,stand,0.6055487,0.38163573,0.22391295
106,jog,stand,0.59188914,0.0074696383,0.5844195
204,stand,walk,0.5818357,0.41699618,0.1648395
108,stand,walk,0.5650712,0.43491644,0.13015479
