index,true_class,pred_class,confidence,true_class_prob,confusion_margin
252,walk,stand,0.97052854,0.0061366465,0.9643919
251,walk,stand,0.9516783,0.015275714,0.93640256
253,walk,stand,0.927886,0.026758991,0.90112704
29,walk,stand,0.917356,0.035827145,0.88152885
657,jog,walk,0.8878272,0.03145841,0.8563688
580,stand,walk,0.8823828,0.069893114,0.8124897
766,walk,stand,0.8794153,0.07261704,0.8067982
658,jog,walk,0.85335547,0.03732963,0.81602585
656,jog,walk,0.8413296,0.060472958,0.7808566
327,stand,walk,0.82059145,0.12028506,0.7003064
659,jog,walk,0.80955124,0.07955694,0.7299943
28,walk,stand,0.80296904,0.13175832,0.6712107
599,jog,walk,0.7994893,0.11024959,0.68923974
598,jog,walk,0.78204995,0.13882312,0.64322686
539,stand,walk,0.7736105,0.17354567,0.6000648
581,stand,walk,0.7518014,0.18229954,0.5695018
540,stand,walk,0.7514772,0.19142792,0.5600493
41,jog,walk,0.7385045,0.19563955,0.542865
39,jog,walk,0.7374655,0.19732146,0.540144
765,walk,stand,0.73285544,0.17658572,0.5562697
