index,true_class,pred_class,confidence,true_class_prob,confusion_margin
324,stand,walk,0.9999999,6.2636325e-08,0.9999998
325,stand,walk,0.99999976,2.4730608e-07,0.9999995
326,stand,walk,0.9999949,5.1322013e-06,0.99998975
380,walk,stand,0.99994683,5.30562e-05,0.9998938
443,jog,walk,0.99991715,8.251019e-05,0.99983466
327,stand,walk,0.99978024,0.00021970917,0.99956053
442,jog,walk,0.9992918,0.0007068595,0.9985849
427,walk,jog,0.9972274,0.0027723382,0.99445504
441,jog,walk,0.99564266,0.0043465346,0.9912961
381,walk,stand,0.9919891,0.008007258,0.98398185
440,jog,walk,0.9852446,0.014605698,0.9706389
198,stand,walk,0.93841183,0.061580826,0.876831
199,stand,walk,0.9278553,0.07214347,0.8557118
328,stand,walk,0.9179378,0.0820569,0.83588094
426,walk,jog,0.8244791,0.17548616,0.64899296
606,walk,stand,0.75211674,0.24781415,0.5043026
352,jog,walk,0.6847987,0.30185723,0.38294148
607,walk,stand,0.66897124,0.33093455,0.3380367
372,jog,walk,0.5215072,0.4781325,0.043374717
373,stand,walk,0.51748294,0.47627768,0.041205257
