index,true_class,pred_class,confidence,true_class_prob,confusion_margin
29,walk,stand,0.9999968,3.1539341e-06,0.9999936
594,stand,walk,0.9999701,2.7328873e-05,0.9999427
30,walk,stand,0.9999002,9.8960154e-05,0.9998013
595,stand,walk,0.99987555,0.000116051975,0.9997595
259,walk,stand,0.9997917,0.0001993877,0.9995923
260,walk,stand,0.9997491,0.00024055091,0.99950856
258,walk,stand,0.9997328,0.0002559357,0.99947685
334,stand,walk,0.9993734,0.0005806763,0.9987927
28,walk,stand,0.99813443,0.0018649328,0.9962695
60,jog,walk,0.9973423,0.0012340499,0.99610823
43,jog,walk,0.9971206,0.00083572476,0.9962849
552,stand,walk,0.995014,0.0039386884,0.99107534
42,jog,walk,0.99400336,0.0031951773,0.9908082
596,stand,walk,0.9929571,0.0069911676,0.98596597
553,stand,walk,0.98778474,0.004835859,0.9829489
292,walk,stand,0.9860092,0.013973445,0.97203577
554,stand,walk,0.9825106,0.0057319994,0.9767786
40,jog,walk,0.9604817,0.024474634,0.9360071
508,stand,walk,0.94210106,0.057849515,0.88425153
296,walk,stand,0.9385764,0.06137524,0.87720114
