index,true_class,pred_class,confidence,true_class_prob,confusion_margin
324,stand,walk,0.9999825,1.6055852e-06,0.99998087
325,stand,walk,0.99997437,2.7570256e-06,0.9999716
326,stand,walk,0.99994993,1.211895e-05,0.99993783
327,stand,walk,0.9996561,0.00023862145,0.9994175
259,walk,jog,0.9529451,0.026189683,0.9267554
328,stand,walk,0.949455,0.049344894,0.9001101
258,walk,jog,0.90991426,0.058475923,0.85143834
607,walk,stand,0.90174973,0.095301695,0.80644804
606,walk,stand,0.8795834,0.11411507,0.76546836
444,jog,walk,0.8741893,0.056086317,0.818103
605,walk,stand,0.82729053,0.16059646,0.66669405
601,walk,stand,0.77836835,0.2181643,0.560204
600,walk,stand,0.7619625,0.23707639,0.5248861
260,walk,jog,0.73395306,0.25486767,0.4790854
257,walk,jog,0.6438597,0.31887698,0.3249827
