index,true_class,pred_class,confidence,true_class_prob,confusion_margin
349,stand,walk,1.0,2.986701e-08,0.99999994
348,stand,walk,1.0,1.2367953e-09,1.0
347,stand,walk,1.0,9.953946e-09,1.0
350,stand,walk,0.999754,0.00024583007,0.9995082
402,stand,walk,0.9988336,0.00058717915,0.99824643
166,walk,stand,0.9979672,0.0019877243,0.9959795
165,walk,stand,0.99742645,0.0025368491,0.9948896
401,stand,walk,0.99615,0.00017963356,0.99597037
478,jog,walk,0.9958028,0.00082249445,0.99498034
477,jog,walk,0.99387807,0.0012107762,0.9926673
468,walk,stand,0.98856467,0.01093546,0.9776292
164,walk,stand,0.98849374,0.011425112,0.9770686
365,stand,walk,0.9873166,0.0014905618,0.9858261
214,stand,walk,0.986347,0.013641307,0.9727057
652,walk,stand,0.98388404,0.015675426,0.9682086
441,walk,stand,0.98232013,0.01764715,0.964673
476,jog,walk,0.9801466,0.002599676,0.97754693
479,jog,walk,0.9584447,0.015703904,0.9427408
213,stand,walk,0.9546629,0.045289773,0.90937316
215,stand,walk,0.95076174,0.04921166,0.90155005
