index,true_class,pred_class,confidence,true_class_prob,confusion_margin
349,stand,walk,1.0,5.235149e-08,0.99999994
348,stand,walk,1.0,9.4953325e-09,1.0
479,jog,walk,1.0,4.2922726e-10,1.0
478,jog,walk,1.0,1.3904655e-09,1.0
347,stand,walk,1.0,1.0312179e-08,1.0
480,jog,walk,0.9999999,1.0035517e-08,0.9999999
477,jog,walk,0.9999999,7.532257e-09,0.9999999
476,jog,walk,0.9999981,3.6400147e-07,0.99999774
475,jog,walk,0.99997807,9.922884e-06,0.9999682
350,stand,walk,0.999887,0.00011283694,0.99977416
401,stand,walk,0.99981076,2.738867e-05,0.99978334
400,jog,walk,0.99964297,0.00021511407,0.99942786
165,walk,stand,0.9996294,0.00036720984,0.99926215
166,walk,stand,0.9995552,0.00044045484,0.9991147
210,jog,stand,0.9993636,1.6185104e-05,0.9993474
402,stand,walk,0.9991653,0.0001792364,0.99898607
164,walk,stand,0.9986259,0.0013651183,0.99726075
403,stand,walk,0.9969446,0.0028143777,0.99413025
646,walk,stand,0.9923981,0.007287138,0.98511094
647,walk,stand,0.9807947,0.01879183,0.9620029
