index,true_class,pred_class,confidence,true_class_prob,confusion_margin
235,stand,walk,1.0,4.9955094e-08,0.99999994
236,stand,walk,1.0,2.8964278e-08,1.0
237,stand,walk,0.9999877,1.2320162e-05,0.9999754
271,jog,walk,0.99995863,2.713354e-06,0.9999559
145,stand,walk,0.9991154,0.0008844882,0.99823093
146,stand,walk,0.9988341,0.0011657747,0.9976683
142,jog,stand,0.990879,0.009120943,0.98175806
440,walk,stand,0.9856673,0.014267851,0.9713994
194,stand,walk,0.98265725,0.016943265,0.965714
310,walk,jog,0.9768332,2.8241286e-05,0.976805
441,walk,stand,0.9739949,0.025730843,0.94826406
442,walk,stand,0.969085,0.030392736,0.9386922
112,walk,stand,0.9683906,0.03146039,0.9369302
439,walk,stand,0.963195,0.036465745,0.92672926
41,stand,walk,0.95198715,0.04800021,0.90398693
190,stand,walk,0.90553486,0.093101844,0.812433
160,walk,stand,0.8878285,0.07527892,0.8125496
317,walk,stand,0.8742634,0.124754794,0.7495086
438,walk,stand,0.8734194,0.12533063,0.7480888
247,stand,jog,0.84647614,0.15064736,0.6958288
