index,true_class,pred_class,confidence,true_class_prob,confusion_margin
61,jog,walk,0.9993498,0.0005137039,0.99883604
30,walk,stand,0.99904484,0.00029701923,0.9987478
675,jog,walk,0.9982268,0.0006848093,0.997542
674,jog,walk,0.9978229,0.001072871,0.99675
676,jog,walk,0.9977767,0.00081209885,0.9969646
60,jog,walk,0.9969836,0.0022879373,0.99469566
697,walk,stand,0.996816,0.0010374141,0.99577856
108,walk,stand,0.9964115,0.0009452372,0.9954663
109,walk,stand,0.99443144,0.001394525,0.9930369
677,jog,walk,0.9930392,0.0060369545,0.98700225
110,walk,stand,0.99124724,0.0017257174,0.9895215
786,walk,stand,0.99071634,0.008107665,0.9826087
632,walk,stand,0.9901126,0.0063161184,0.9837965
29,walk,stand,0.9862207,0.00799948,0.97822124
779,walk,stand,0.98408765,0.013238382,0.9708493
439,jog,stand,0.9813192,0.010542033,0.97077715
785,walk,stand,0.9797188,0.018544797,0.961174
670,stand,walk,0.97800326,0.008362417,0.96964085
111,walk,stand,0.9776024,0.0033667698,0.97423565
43,jog,walk,0.9749039,0.02034903,0.95455486
