index,true_class,pred_class,confidence,true_class_prob,confusion_margin
869,stand,walk,0.9999969,6.5734855e-07,0.99999624
870,stand,walk,0.99999547,1.6594955e-06,0.9999938
40,walk,stand,0.9999814,1.7928232e-05,0.99996346
44,walk,stand,0.99997795,2.3415287e-06,0.9999756
41,walk,stand,0.99997115,2.697851e-05,0.99994415
430,walk,stand,0.99989617,0.0001033451,0.9997928
742,stand,walk,0.99986315,0.00013554658,0.9997276
808,stand,walk,0.99976116,0.00014635855,0.99961483
702,walk,stand,0.9997285,0.0002684541,0.99946004
42,walk,stand,0.9997105,0.000183786,0.99952674
43,walk,stand,0.9995995,7.935857e-05,0.9995202
487,stand,walk,0.9995881,0.00027968045,0.9993084
871,stand,walk,0.9995473,0.00043202186,0.9991153
1152,walk,stand,0.99826103,0.0016662295,0.9965948
809,stand,walk,0.9968591,0.0021484566,0.9947106
898,jog,walk,0.99671775,0.0032136168,0.9935041
1151,walk,stand,0.99659747,0.0032757388,0.9933217
1150,walk,stand,0.9951781,0.0046235877,0.9905545
39,walk,stand,0.9942694,0.005694282,0.9885751
488,stand,walk,0.98777115,0.011610319,0.9761608
