index,true_class,pred_class,confidence,true_class_prob,confusion_margin
348,stand,walk,1.0,4.233549e-08,0.99999994
347,stand,walk,0.9999999,8.2432734e-08,0.9999998
349,stand,walk,0.9999964,3.618013e-06,0.9999928
164,walk,stand,0.9999474,3.758137e-05,0.9999098
401,stand,walk,0.9998671,6.627956e-05,0.9998008
652,walk,stand,0.99979013,0.00020768035,0.99958247
165,walk,stand,0.99974746,0.00023783806,0.99950963
477,jog,walk,0.9997069,2.7428405e-07,0.9997066
163,walk,stand,0.99967265,0.00031241274,0.99936026
280,walk,stand,0.9995598,0.0004316667,0.99912816
402,stand,walk,0.9993824,0.00053523976,0.9988471
478,jog,walk,0.9993538,3.2259422e-07,0.9993535
476,jog,walk,0.99835396,6.3745797e-06,0.9983476
166,walk,stand,0.9983016,0.0016589733,0.99664265
651,walk,stand,0.9933956,0.006559065,0.98683655
650,walk,stand,0.98525745,0.014693437,0.970564
210,jog,stand,0.9846073,8.129062e-06,0.9845992
350,stand,walk,0.984504,0.015495735,0.96900827
649,walk,stand,0.9597043,0.040226802,0.91947746
479,jog,walk,0.9563753,0.00017618873,0.9561991
