index,true_class,pred_class,confidence,true_class_prob,confusion_margin
236,stand,walk,0.99999905,7.6400096e-07,0.9999983
325,jog,walk,0.9999931,2.3497277e-09,0.9999931
324,jog,walk,0.9999902,1.197452e-07,0.9999901
235,stand,walk,0.99999,3.8615244e-06,0.9999861
271,jog,walk,0.99997735,7.2437e-06,0.9999701
237,stand,walk,0.99971586,0.0002823987,0.99943346
323,jog,walk,0.9928564,0.003735585,0.9891208
247,stand,walk,0.9896825,0.0074972007,0.9821853
442,walk,stand,0.9829664,0.008381826,0.9745846
326,jog,walk,0.9823997,0.0004916244,0.9819081
278,walk,stand,0.97563124,0.02238116,0.95325005
112,walk,stand,0.9736457,0.02113161,0.95251405
441,walk,stand,0.97281915,0.007636593,0.96518254
111,walk,stand,0.9709175,0.026007747,0.94490975
248,jog,walk,0.9701872,0.013432488,0.9567547
143,stand,walk,0.9648077,0.03518752,0.92962015
279,walk,stand,0.96135086,0.03495629,0.9263946
440,walk,stand,0.95125157,0.028762532,0.92248905
144,stand,walk,0.9220434,0.07795309,0.8440903
439,walk,stand,0.9061062,0.042941548,0.8631646
