index,true_class,pred_class,confidence,true_class_prob,confusion_margin
29,walk,stand,0.9946578,0.00038947273,0.99426836
30,walk,stand,0.9934465,0.00062537653,0.99282116
28,walk,stand,0.99179614,0.0010871219,0.990709
785,walk,stand,0.97432035,0.010888451,0.9634319
480,walk,stand,0.97314703,0.009223663,0.9639234
786,walk,stand,0.9492218,0.0279957,0.9212261
334,stand,walk,0.88420177,0.07872399,0.8054778
676,jog,walk,0.88348675,0.056269903,0.82721686
594,stand,walk,0.88223493,0.071721435,0.8105135
595,stand,walk,0.8763817,0.07846471,0.797917
675,jog,walk,0.8757992,0.0488739,0.8269253
479,walk,stand,0.86460936,0.09135315,0.7732562
27,walk,stand,0.8470742,0.10102122,0.746053
697,walk,stand,0.82898974,0.11092149,0.71806824
674,jog,walk,0.8228824,0.080319844,0.7425626
784,walk,stand,0.79173267,0.15970066,0.63203204
472,walk,stand,0.79055,0.15770335,0.63284665
105,stand,walk,0.7874688,0.14578705,0.64168173
508,stand,walk,0.71467334,0.22445142,0.49022192
60,jog,walk,0.7034585,0.19252709,0.5109314
