index,true_class,pred_class,confidence,true_class_prob,confusion_margin
224,jog,walk,0.99645436,0.0022687782,0.99418557
223,jog,walk,0.99396014,0.004184295,0.98977584
164,stand,walk,0.99027574,0.008821464,0.98145425
0,walk,stand,0.9726757,0.026392747,0.9462829
100,stand,walk,0.9558502,0.043786954,0.91206324
305,walk,stand,0.9350337,0.064463764,0.87056994
189,stand,walk,0.777296,0.19178103,0.58551496
165,stand,walk,0.68080384,0.316361,0.36444283
178,jog,walk,0.6608533,0.28421098,0.37664235
79,walk,stand,0.6565358,0.3410703,0.3154655
304,walk,stand,0.58374417,0.4135012,0.17024297
107,walk,jog,0.51537716,0.350236,0.16514117
