index,true_class,pred_class,confidence,true_class_prob,confusion_margin
348,stand,walk,1.0,1.5968348e-11,1.0
349,stand,walk,1.0,4.4461053e-09,1.0
347,stand,walk,1.0,2.412974e-10,1.0
478,jog,walk,0.9998982,4.102069e-06,0.9998941
350,stand,walk,0.99950993,0.0004896331,0.9990203
477,jog,walk,0.99776316,1.1544902e-05,0.9977516
475,jog,walk,0.99714714,5.201695e-05,0.9970951
400,jog,walk,0.99665964,0.0028521423,0.9938075
479,jog,walk,0.99632204,0.0033442155,0.9929778
457,walk,stand,0.9958884,0.004080518,0.9918079
164,walk,stand,0.9954457,0.0045366697,0.99090904
379,jog,walk,0.9953021,0.004488703,0.9908134
476,jog,walk,0.9938646,4.8569844e-05,0.993816
401,stand,walk,0.99326175,0.0001411443,0.9931206
280,walk,stand,0.99297476,0.0069614192,0.98601335
648,walk,stand,0.98999757,0.009523401,0.9804742
210,jog,stand,0.9878641,0.00041116273,0.9874529
458,walk,stand,0.9855682,0.009161466,0.97640675
647,walk,stand,0.9820908,0.017000956,0.9650898
474,jog,walk,0.9731671,0.010625889,0.9625412
