index,true_class,pred_class,confidence,true_class_prob,confusion_margin
348,stand,walk,1.0,8.159098e-09,1.0
349,stand,walk,0.9999999,9.050529e-08,0.99999976
347,stand,walk,0.99999976,1.4560817e-08,0.99999976
477,jog,walk,0.99999905,1.0240474e-11,0.99999905
478,jog,walk,0.99999785,2.6756269e-12,0.99999785
476,jog,walk,0.99999714,1.1183803e-09,0.99999714
479,jog,walk,0.9999521,3.3427052e-09,0.9999521
350,stand,walk,0.9998808,0.00011837538,0.9997624
475,jog,walk,0.99960214,1.4096257e-06,0.9996007
280,walk,stand,0.9974009,0.0025935776,0.9948073
210,jog,stand,0.9972356,0.0015466239,0.995689
402,stand,jog,0.9960103,0.0039897216,0.9920206
458,walk,jog,0.9934901,2.633064e-05,0.99346375
459,walk,jog,0.99344045,0.00028294788,0.9931575
166,walk,stand,0.9914322,0.0084396945,0.9829925
165,walk,stand,0.9908544,0.009088282,0.9817661
649,walk,stand,0.98976606,0.009011209,0.98075485
164,walk,stand,0.98841375,0.011520993,0.97689277
648,walk,stand,0.98828006,0.011033916,0.97724617
652,walk,stand,0.9880888,0.007818661,0.98027015
