index,true_class,pred_class,confidence,true_class_prob,confusion_margin
478,jog,walk,1.0,2.6540612e-12,1.0
479,jog,walk,1.0,4.3660008e-13,1.0
477,jog,walk,1.0,5.38155e-10,1.0
348,stand,walk,0.99999917,8.6378196e-07,0.99999833
476,jog,walk,0.99999917,4.913294e-08,0.9999991
347,stand,walk,0.99999905,9.826502e-07,0.9999981
349,stand,walk,0.99999464,5.305971e-06,0.99998933
480,jog,walk,0.9999938,4.5157876e-07,0.9999933
475,jog,walk,0.9999919,3.8179215e-07,0.99999154
401,stand,walk,0.9999356,6.314223e-05,0.9998725
402,stand,walk,0.9997211,0.00027754062,0.9994436
474,jog,walk,0.9996778,9.049786e-05,0.9995873
350,stand,walk,0.99880195,0.0011980657,0.9976039
400,jog,walk,0.99728,8.078868e-05,0.99719924
403,stand,walk,0.99686134,0.0031368213,0.9937245
166,walk,stand,0.9914654,0.008533799,0.9829316
281,stand,walk,0.9874342,0.0125638,0.9748704
652,walk,stand,0.987204,0.0125569245,0.9746471
165,walk,stand,0.9864934,0.013506339,0.97298706
505,stand,jog,0.9804843,0.019496989,0.9609873
