index,true_class,pred_class,confidence,true_class_prob,confusion_margin
26,walk,stand,0.9438211,0.021267693,0.92255336
479,walk,stand,0.94020873,0.022301925,0.9179068
480,walk,stand,0.9316032,0.029696267,0.9019069
30,walk,stand,0.9190172,0.02279133,0.89622587
28,walk,stand,0.9097038,0.025201539,0.88450223
185,walk,jog,0.9049407,0.05207671,0.852864
186,walk,jog,0.9044867,0.054226432,0.85026026
29,walk,stand,0.9014952,0.021837333,0.87965786
111,walk,jog,0.90139365,0.059139125,0.8422545
27,walk,stand,0.8957027,0.051379804,0.8443229
110,walk,jog,0.86640465,0.086188376,0.7802163
334,stand,walk,0.8457075,0.092382096,0.7533254
260,walk,jog,0.8440607,0.10731764,0.7367431
675,jog,walk,0.8352723,0.07614225,0.75913006
676,jog,walk,0.7957073,0.106851995,0.6888553
674,jog,walk,0.79050255,0.1127393,0.6777632
508,stand,walk,0.789344,0.14905642,0.6402876
594,stand,walk,0.77993244,0.12952328,0.65040916
60,jog,walk,0.752874,0.16210319,0.59077084
786,walk,stand,0.73650223,0.20779173,0.5287105
