index,true_class,pred_class,confidence,true_class_prob,confusion_margin
479,jog,walk,0.99999344,7.704457e-07,0.99999267
401,stand,walk,0.9999925,5.595709e-06,0.9999869
478,jog,walk,0.9999896,6.0245026e-07,0.99998903
348,stand,walk,0.9999778,1.0485769e-05,0.99996734
400,jog,walk,0.9999716,2.4761066e-05,0.9999469
349,stand,walk,0.9999634,3.1889074e-05,0.9999315
347,stand,walk,0.9998796,4.645568e-05,0.99983317
477,jog,walk,0.99976474,3.8779966e-05,0.99972594
350,stand,walk,0.99832827,0.0016423797,0.99668586
476,jog,walk,0.99574476,0.00213538,0.99360937
60,stand,walk,0.99349374,0.006236852,0.9872569
567,walk,stand,0.99217284,0.0078242235,0.9843486
402,stand,walk,0.98161614,0.015111502,0.96650463
105,stand,jog,0.979278,0.020213753,0.95906425
566,walk,stand,0.9626298,0.03732747,0.9253023
165,walk,stand,0.88117594,0.11845769,0.76271826
164,walk,stand,0.85981005,0.13978735,0.7200227
166,walk,stand,0.85069877,0.14852406,0.7021747
210,jog,stand,0.801274,0.038418937,0.76285505
568,walk,stand,0.7800238,0.2199684,0.56005543
