index,true_class,pred_class,confidence,true_class_prob,confusion_margin
441,jog,walk,0.9999113,8.151633e-05,0.99982977
442,jog,walk,0.9995921,0.00040094263,0.99919116
440,jog,walk,0.99907315,0.00087097293,0.99820215
324,stand,walk,0.99770576,0.0020503683,0.9956554
325,stand,walk,0.99435955,0.005392498,0.98896706
443,jog,walk,0.986931,0.013041723,0.9738893
326,stand,walk,0.9808688,0.018392075,0.96247673
352,jog,walk,0.9782492,0.020375734,0.95787346
327,stand,walk,0.9213448,0.07641074,0.8449341
197,stand,walk,0.9174202,0.08205377,0.8353664
373,stand,walk,0.86895066,0.10414045,0.7648102
353,jog,walk,0.8156617,0.17594388,0.6397178
263,stand,walk,0.8100113,0.17880961,0.63120174
340,jog,walk,0.7857683,0.20909622,0.5766721
607,walk,stand,0.7728132,0.2080701,0.5647431
341,jog,walk,0.7250898,0.2690204,0.45606938
425,walk,jog,0.7116143,0.10565953,0.60595477
97,jog,stand,0.6809464,0.23680031,0.4441461
606,walk,stand,0.64404535,0.31429914,0.32974622
342,jog,walk,0.63190657,0.36140546,0.2705011
