index,true_class,pred_class,confidence,true_class_prob,confusion_margin
987,jog,walk,0.9999802,1.9736819e-05,0.9999605
89,jog,walk,0.99996006,3.9728802e-05,0.9999203
88,jog,walk,0.999948,5.1751154e-05,0.9998963
986,jog,walk,0.9999393,6.0526305e-05,0.9998788
988,jog,walk,0.9999198,8.004554e-05,0.9998397
87,jog,walk,0.9994954,0.0004987252,0.9989967
43,walk,stand,0.9993407,0.00021607176,0.99912465
44,walk,stand,0.9993395,0.00021501514,0.9991245
869,stand,walk,0.99903035,3.4357683e-05,0.998996
42,walk,stand,0.9986922,0.00046390353,0.9982283
376,walk,stand,0.99828523,0.00067290297,0.99761236
870,stand,walk,0.99827623,0.00013486441,0.99814135
375,walk,stand,0.9982535,0.00065480766,0.9975987
41,walk,stand,0.99810624,0.0007022725,0.997404
989,jog,walk,0.9974421,0.0025546753,0.9948875
374,walk,stand,0.99740845,0.0010121326,0.9963963
373,walk,stand,0.99717546,0.0011174732,0.996058
487,stand,walk,0.9970632,0.00091574446,0.99614745
702,walk,stand,0.9964832,0.0014750336,0.9950082
985,jog,walk,0.9959223,0.004043956,0.9918784
