index,true_class,pred_class,confidence,true_class_prob,confusion_margin
479,jog,walk,0.99999976,3.6220604e-10,0.99999976
480,jog,walk,0.99999976,7.5764295e-10,0.99999976
478,jog,walk,0.9999981,2.7536602e-09,0.9999981
477,jog,walk,0.99999166,6.015613e-08,0.9999916
349,stand,walk,0.99994934,5.0632258e-05,0.99989873
476,jog,walk,0.99992764,3.8886483e-06,0.99992377
348,stand,walk,0.9999161,8.3094455e-05,0.999833
347,stand,walk,0.9996394,0.00033004856,0.99930936
481,jog,walk,0.999496,5.4672357e-05,0.9994413
350,stand,walk,0.9979534,0.002046491,0.99590695
211,stand,walk,0.9957082,0.0042792317,0.991429
457,walk,jog,0.99486214,5.594653e-05,0.9948062
475,jog,walk,0.9945393,0.0027352283,0.99180406
458,walk,jog,0.9942438,1.8886556e-05,0.9942249
380,jog,walk,0.9926272,0.0010712221,0.991556
60,stand,walk,0.99133354,0.008654797,0.9826788
402,stand,jog,0.9770941,0.010912291,0.9661818
227,walk,jog,0.96839285,0.030148659,0.93824416
228,walk,jog,0.95466554,0.044435926,0.9102296
235,walk,jog,0.9516801,0.044188067,0.90749204
