index,true_class,pred_class,confidence,true_class_prob,confusion_margin
236,stand,walk,0.9999999,1.053396e-07,0.99999976
235,stand,walk,0.99999714,2.7524568e-06,0.9999944
237,stand,walk,0.9999957,4.3189566e-06,0.9999914
344,stand,jog,0.99483514,0.0048848954,0.98995024
194,stand,walk,0.9941415,0.0057186987,0.9884228
271,jog,walk,0.99247736,0.0001571877,0.9923202
317,walk,stand,0.9782468,0.019877596,0.9583692
343,stand,jog,0.97445744,0.025484303,0.9489731
310,walk,jog,0.9696434,0.011600132,0.9580433
442,walk,stand,0.96548,0.02659945,0.93888056
238,stand,walk,0.95562184,0.04432944,0.9112924
326,jog,walk,0.94642097,0.0051890654,0.9412319
112,walk,stand,0.9386396,0.058159333,0.88048023
247,stand,walk,0.9204451,0.052768886,0.8676762
142,jog,stand,0.8671246,0.13116154,0.7359631
149,stand,walk,0.8429603,0.15420428,0.688756
311,walk,jog,0.8420018,0.11296445,0.72903734
144,stand,walk,0.83948606,0.16041201,0.67907405
316,walk,stand,0.78743285,0.21204491,0.57538795
148,stand,walk,0.7244315,0.27127752,0.453154
