index,true_class,pred_class,confidence,true_class_prob,confusion_margin
349,stand,walk,0.9999982,1.7228773e-06,0.9999965
348,stand,walk,0.9999958,3.445597e-06,0.9999924
401,stand,walk,0.9999801,1.1447263e-05,0.99996865
347,stand,walk,0.9999782,1.4279743e-05,0.9999639
350,stand,walk,0.9998367,0.00016193576,0.99967474
400,jog,walk,0.9969247,0.002605432,0.99431926
652,walk,stand,0.9966432,0.0030706602,0.99357253
365,stand,walk,0.99660206,0.00094053574,0.9956615
402,stand,walk,0.9949431,0.004245819,0.99069726
366,jog,walk,0.9935221,0.00522629,0.9882958
651,walk,stand,0.9906928,0.008078392,0.9826144
650,walk,stand,0.9867986,0.010254654,0.9765439
649,walk,stand,0.9858517,0.00775581,0.9780959
460,walk,jog,0.97233534,0.012245184,0.96009016
367,jog,walk,0.9713628,0.025750117,0.9456127
648,walk,stand,0.97042537,0.01131393,0.95911145
351,stand,walk,0.9613775,0.038508292,0.9228692
441,walk,stand,0.9457397,0.054200187,0.8915395
508,stand,jog,0.9228877,0.076838665,0.846049
647,walk,stand,0.91668534,0.019769737,0.8969156
