index,true_class,pred_class,confidence,true_class_prob,confusion_margin
676,jog,walk,0.9999875,5.1711972e-06,0.9999823
594,stand,walk,0.9999851,1.0376677e-05,0.9999747
677,jog,walk,0.999974,2.3430173e-05,0.9999506
595,stand,walk,0.9998597,0.00013148811,0.9997282
29,walk,stand,0.9997354,0.00019261509,0.9995428
334,stand,walk,0.9984681,0.0014563018,0.9970118
675,jog,walk,0.9971706,0.0009865616,0.99618405
30,walk,stand,0.996409,0.0031689054,0.9932401
28,walk,stand,0.9961979,0.0036918423,0.992506
292,walk,stand,0.99498147,0.0044928,0.99048865
60,jog,walk,0.99207836,0.007211458,0.9848669
670,stand,walk,0.986267,0.0056799194,0.98058707
480,walk,stand,0.98549205,0.011548091,0.97394395
297,stand,walk,0.96778584,0.032187015,0.93559885
552,stand,walk,0.9617491,0.03218622,0.92956287
61,jog,walk,0.9493992,0.05050651,0.89889264
613,jog,walk,0.9382568,0.037548296,0.9007085
554,stand,walk,0.9347194,0.048852507,0.8858669
296,walk,stand,0.92903095,0.06970663,0.85932434
553,stand,walk,0.921548,0.060245052,0.861303
