index,true_class,pred_class,confidence,true_class_prob,confusion_margin
347,stand,walk,0.9999881,1.1650435e-05,0.99997646
348,stand,walk,0.99998486,1.4809538e-05,0.9999701
349,stand,walk,0.9999745,2.53967e-05,0.9999491
350,stand,walk,0.9988362,0.0011606852,0.99767554
401,stand,walk,0.997042,0.0024848734,0.99455714
478,jog,walk,0.9961437,0.00016989131,0.9959738
400,jog,walk,0.9938259,0.0029570921,0.9908688
60,stand,walk,0.9932152,0.006772402,0.9864428
479,jog,walk,0.9916957,0.00039136043,0.99130434
402,stand,walk,0.98712677,0.010771438,0.9763553
477,jog,walk,0.9853081,0.002036771,0.98327136
166,walk,stand,0.9542176,0.044578105,0.9096395
214,stand,walk,0.95177305,0.046483092,0.90528995
215,stand,walk,0.93141246,0.06767279,0.86373967
165,walk,stand,0.926961,0.071778834,0.8551822
403,stand,walk,0.9196125,0.0762895,0.84332305
351,stand,walk,0.87453645,0.12509732,0.7494391
213,stand,walk,0.8656668,0.12676106,0.7389057
652,walk,stand,0.82365507,0.17233731,0.6513178
211,stand,walk,0.81821287,0.16814452,0.65006834
