index,true_class,pred_class,confidence,true_class_prob,confusion_margin
479,jog,walk,0.99999917,1.89554e-09,0.99999917
348,stand,walk,0.99999774,2.2609127e-06,0.99999547
480,jog,walk,0.9999962,2.7019777e-08,0.9999962
349,stand,walk,0.9999957,4.344205e-06,0.99999136
347,stand,walk,0.9999914,8.404504e-06,0.999983
478,jog,walk,0.9999863,4.77469e-08,0.99998623
477,jog,walk,0.9998429,4.557252e-06,0.99983835
350,stand,walk,0.99942243,0.0005773337,0.9988451
476,jog,walk,0.9990607,0.00010084185,0.99895984
648,walk,stand,0.9858357,0.012435567,0.9734001
649,walk,stand,0.9812862,0.016261045,0.9650252
475,jog,walk,0.97201633,0.0102474885,0.96176887
60,stand,walk,0.9695663,0.030401612,0.9391647
211,stand,walk,0.9687121,0.031084055,0.93762803
647,walk,stand,0.96474254,0.034033924,0.93070865
401,stand,walk,0.9628375,0.03377909,0.92905843
506,stand,jog,0.9571452,0.039713245,0.91743195
365,stand,jog,0.9525312,0.037335128,0.91519606
650,walk,stand,0.95181024,0.04231176,0.90949845
646,walk,stand,0.9499257,0.04594096,0.9039848
