index,true_class,pred_class,confidence,true_class_prob,confusion_margin
271,jog,walk,0.9999995,7.965561e-09,0.9999995
236,stand,walk,0.9999989,1.060336e-06,0.99999785
235,stand,walk,0.99997354,2.6141603e-05,0.99994737
237,stand,walk,0.9998808,0.00011916599,0.99976164
272,stand,walk,0.9996333,0.00032799508,0.9993053
194,stand,walk,0.9969703,0.002977292,0.993993
112,walk,stand,0.9959799,0.003992359,0.9919875
438,walk,stand,0.9958061,0.004184799,0.9916213
439,walk,stand,0.9881011,0.011829348,0.97627175
190,stand,walk,0.96451515,0.035397913,0.92911726
442,walk,stand,0.95797545,0.041894913,0.91608053
440,walk,stand,0.8985461,0.10135605,0.79719007
325,jog,walk,0.841953,0.03566289,0.8062901
247,stand,walk,0.8295193,0.14504191,0.6844773
111,walk,stand,0.82078886,0.17893347,0.64185536
343,stand,jog,0.75990754,0.24009228,0.51981527
318,stand,walk,0.67577004,0.321779,0.35399103
143,stand,walk,0.66008204,0.3397466,0.32033545
146,stand,walk,0.63024986,0.36973298,0.26051688
238,stand,walk,0.6228361,0.37709564,0.24574047
