index,true_class,pred_class,confidence,true_class_prob,confusion_margin
870,stand,walk,0.9999995,4.5351524e-07,0.99999905
869,stand,walk,0.99999857,1.4579088e-06,0.99999714
871,stand,walk,0.9999809,1.902821e-05,0.9999619
988,jog,walk,0.99989235,8.711231e-07,0.99989146
431,stand,walk,0.999889,0.00011096138,0.99977803
989,jog,walk,0.99987686,6.55777e-07,0.9998762
742,stand,walk,0.9998416,0.0001582834,0.99968326
987,jog,walk,0.99964356,7.814788e-06,0.99963576
986,jog,walk,0.9987832,6.9867674e-05,0.9987133
487,stand,walk,0.9958429,0.004148534,0.99169433
87,jog,walk,0.9949597,0.0004442156,0.9945155
743,stand,walk,0.99208504,0.007914756,0.98417026
432,stand,walk,0.9866868,0.013313109,0.9733737
872,stand,walk,0.97774726,0.022251958,0.9554953
57,jog,walk,0.9724228,0.0016352956,0.97078747
488,stand,walk,0.97237194,0.027575653,0.94479626
60,jog,walk,0.9522539,0.004958229,0.94729567
58,jog,walk,0.93920994,0.006889937,0.93232
808,stand,walk,0.937593,0.059047103,0.8785459
990,jog,walk,0.9338475,0.015350475,0.918497
