index,true_class,pred_class,confidence,true_class_prob,confusion_margin
989,jog,walk,1.0,6.271481e-10,1.0
986,jog,walk,1.0,5.0922687e-08,0.99999994
987,jog,walk,1.0,3.7080004e-09,1.0
988,jog,walk,1.0,2.028973e-10,1.0
88,jog,walk,0.9999999,1.7181277e-07,0.9999997
869,stand,walk,0.9999994,1.2036583e-07,0.9999993
87,jog,walk,0.9999993,7.2130274e-07,0.99999857
985,jog,walk,0.9999988,1.0988504e-06,0.99999774
870,stand,walk,0.99999857,9.060592e-07,0.9999977
44,walk,stand,0.9999907,8.696122e-06,0.999982
43,walk,stand,0.99998856,1.0812973e-05,0.99997777
89,jog,walk,0.9999708,2.9050258e-05,0.99994177
871,stand,walk,0.9999567,3.762622e-05,0.9999191
42,walk,stand,0.99993575,6.28052e-05,0.9998729
373,walk,stand,0.99990666,8.2274004e-05,0.9998244
374,walk,stand,0.9997429,0.0002258848,0.999517
439,walk,stand,0.99967456,0.00030127788,0.99937326
41,walk,stand,0.9995389,0.00045543336,0.99908346
40,walk,stand,0.9994085,0.0005839937,0.9988245
375,walk,stand,0.99929214,0.00062203483,0.9986701
