index,true_class,pred_class,confidence,true_class_prob,confusion_margin
325,stand,walk,1.0,6.8728315e-11,1.0
324,stand,walk,1.0,4.0314245e-14,1.0
444,jog,walk,1.0,5.2872803e-08,0.99999994
326,stand,walk,0.9999987,2.7936375e-07,0.9999984
607,walk,stand,0.99995863,3.5563167e-05,0.99992305
606,walk,stand,0.9999083,7.4527015e-05,0.9998338
327,stand,walk,0.99990535,6.464863e-05,0.9998407
443,jog,walk,0.9995146,0.00036033223,0.99915427
605,walk,stand,0.9993481,0.00047727153,0.99887085
410,walk,stand,0.988976,0.0108860675,0.9780899
328,stand,walk,0.98745674,0.012132838,0.9753239
352,jog,walk,0.98081803,0.004008773,0.97680926
197,stand,walk,0.9768167,0.0231778,0.9536389
409,walk,stand,0.9697943,0.029402465,0.9403918
604,walk,stand,0.9680617,0.029836554,0.93822515
445,jog,walk,0.96077275,0.025460046,0.9353127
394,walk,stand,0.93477225,0.065032005,0.86974025
340,jog,walk,0.8885715,0.10931714,0.7792544
351,jog,walk,0.8791549,0.102594316,0.7765606
205,stand,jog,0.8599963,0.010332753,0.84966356
