index,true_class,pred_class,confidence,true_class_prob,confusion_margin
348,stand,walk,1.0,2.8177236e-10,1.0
349,stand,walk,1.0,8.314708e-09,1.0
347,stand,walk,1.0,3.9904147e-09,1.0
350,stand,walk,0.9999434,5.6626144e-05,0.99988675
478,jog,walk,0.999895,7.922998e-06,0.99988705
477,jog,walk,0.9998217,1.5007875e-05,0.9998067
479,jog,walk,0.9997813,3.7870916e-05,0.99974346
476,jog,walk,0.99940014,1.6244288e-05,0.99938387
475,jog,walk,0.9970636,0.00011616502,0.9969474
505,stand,jog,0.98632926,0.0136258565,0.9727034
166,walk,stand,0.9586883,0.039348606,0.9193397
165,walk,stand,0.91458845,0.083046585,0.8315419
402,stand,jog,0.91122127,0.057788666,0.8534326
351,stand,walk,0.9050111,0.09494113,0.81007
365,stand,jog,0.86587274,0.12912202,0.7367507
210,jog,stand,0.8281012,0.004027474,0.82407373
164,walk,stand,0.8104968,0.18776102,0.6227358
280,walk,stand,0.80454147,0.19220357,0.6123379
506,stand,jog,0.80400795,0.16908242,0.63492554
468,walk,stand,0.7416078,0.24981004,0.49179775
