index,true_class,pred_class,confidence,true_class_prob,confusion_margin
129,jog,walk,0.3696301,0.31332454,0.056305557
136,jog,walk,0.36932287,0.30958,0.059742868
130,jog,walk,0.36708808,0.3108184,0.056269675
124,jog,walk,0.36645564,0.29332557,0.07313007
63,jog,walk,0.36579537,0.3131033,0.052692086
331,jog,walk,0.3641291,0.30147588,0.062653214
60,jog,walk,0.36320212,0.30105236,0.062149763
442,walk,stand,0.36305514,0.32394874,0.0391064
62,jog,walk,0.36298645,0.3127582,0.050228238
330,jog,walk,0.36293676,0.29592192,0.06701484
278,walk,stand,0.3625955,0.32975477,0.03284073
337,jog,walk,0.36252946,0.2999645,0.06256497
67,jog,walk,0.36229366,0.29932502,0.06296864
279,walk,stand,0.36206028,0.3310579,0.031002373
320,jog,stand,0.36115232,0.298472,0.062680334
280,walk,stand,0.36113605,0.3321021,0.029033959
434,walk,stand,0.36104736,0.32905602,0.031991333
137,jog,walk,0.36072156,0.307132,0.053589553
338,jog,walk,0.36063996,0.3092862,0.051353753
47,jog,stand,0.36063328,0.30703345,0.053599834
